target_index,tic_id,tic_name,ads_search_query,simbad_object_query,simbad_coordinate_query,ra_deg,dec_deg,plx_mas,vmag,kmag,teff_k,lum_rel_solar,hz_inner_mas,hz_outer_mas,t_exposure_hr,n_cover,t_tot_day,recommended_next_crossmatch,literature_search_name,simbad_main_id,literature_search_aliases,mast_hip,mast_tyc,mast_gaia,mast_twomass,mast_kic
131,9728611,TIC 9728611,"""TIC 9728611""",TIC 9728611,260.16486470 32.46774369,260.1648647,32.46774369,68.7539,5.3917,3.911,5817.0,1.290046,58.50511452,137.4639251,31.0674840811668,4,5.1779140135278,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 157214,w Her,HD 157214 | HR 6458 | w Her | 72 Her | HIP 84862 | TYC 2596-1317-1 | Gaia DR3 1333760419707327744 | Gaia DR2 1333760419707327744 | 2MASS J17203955+3228056 | TIC 9728611,84862,2596-01317-1,1333760419707327744,17203955+3228056,
132,252191219,TIC 252191219,"""TIC 252191219""",TIC 252191219,17.06765200 54.92033900,17.067652,54.920339,132.4,5.17551,3.505,5316.0,0.333671535,58.46475351,140.5839903,2.55352757992369,4,0.425587929987282,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 6582,mu. Cas,HD 6582 | HR 321 | 30 Cas | mu. Cas | HIP 5336 | TYC 3673-1929-1 | Gaia DR3 411413822074322432 | Gaia DR2 411413822074322432 | 2MASS J01081597+5455148 | TIC 252191219,5336,3673-01929-1,,01081597+5455148,
133,217157387,TIC 217157387,"""TIC 217157387""",TIC 217157387,259.76598970 -46.63623370,259.7659897,-46.6362337,113.816,5.47,3.421,5380.0,0.4516352,58.32273204,139.8152794,4.55922125581669,4,0.759870209302782,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 156274,41 Ara,HD 156274 | HR 6416 | 41 Ara A | 41 Ara | HIP 84720 | TYC 8341-4366-1 | Gaia DR3 5951165616611763456 | Gaia DR2 5951165616611763456 | 2MASS J17190373-4638109 | TIC 217157387,84720,8341-04366-1,5951165616611763456,17190373-4638109,
134,350673608,TIC 350673608,"""TIC 350673608""",TIC 350673608,246.00537750 -39.19298184,246.0053775,-39.19298184,77.4716,5.37,3.933,5873.47,1.000781,57.9320946,135.7796068,19.0059279317602,4,3.16765465529336,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 147513,HD 147513,HD 147513 | HR 6094 | HIP 80337 | TYC 7853-621-1 | Gaia DR3 6018047019138644480 | Gaia DR2 6018047019138644480 | 2MASS J16240128-3911346 | TIC 350673608,80337,7853-00621-1,6018047019138644480,16240128-3911346,
135,458494003,TIC 458494003,"""TIC 458494003""",TIC 458494003,240.26108670 33.30351174,240.2610867,33.30351174,57.2216,5.40816,3.857,5833.0,1.812064,57.67143893,135.4093318,63.4304566138252,4,10.5717427689709,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 143761,rho CrB,HD 143761 | HR 5968 | rho CrB | 15 CrB | HIP 78459 | TYC 2576-2228-1 | Gaia DR3 1323427759184545536 | Gaia DR2 1323427759184545536 | 2MASS J16010264+3318124 | TIC 458494003,78459,2576-02228-1,1323427759184545536,16010264+3318124,
136,231267777,TIC 231267777,"""TIC 231267777""",TIC 231267777,334.56505600 -53.62707399,334.565056,-53.62707399,71.3429,5.36,3.913,5855.88,1.163426,57.56179713,135.0158204,26.3022377759131,4,4.38370629598551,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 211415,HD 211415,HD 211415 | HR 8501 | HIP 110109 | TYC 8822-1455-1 | Gaia DR3 6508776375901968640 | Gaia DR2 6508776375901968640 | 2MASS J22181562-5337372 | TIC 231267777,110109,8822-01455-1,6508776375901968640,22181562-5337372,
137,278962915,TIC 278962915,"""TIC 278962915""",TIC 278962915,39.02042704 6.88678692,39.02042704,6.886786915,138.208,5.7801,3.481,4828.39,0.2827242,57.23504364,140.9567945,2.36778361385668,4,0.394630602309446,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 16160,HD 16160,HD 16160 | HR 753 | HIP 12114 | TYC 52-1686-1 | Gaia DR3 19316224572460416 | Gaia DR2 19316224572460416 | 2MASS J02360498+0653140 | TIC 278962915,12114,,19316224572460416,02360498+0653140,
138,257393898,TIC 257393898,"""TIC 257393898""",TIC 257393898,12.09573469 5.28061390,12.09573469,5.280613897,134.499,5.74452,3.683,4937.0,0.3002223,57.1670658,140.0300644,2.56031114785073,4,0.426718524641788,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 4628,HD 4628,HD 4628 | HR 222 | HIP 3765 | TYC 17-1398-1 | Gaia DR3 2552925644460225152 | Gaia DR2 2552925644460225152 | 2MASS J00482303+0516497 | TIC 257393898,3765,0017-01398-1,2552925644460225152,00482303+0516497,
139,139298196,TIC 139298196,"""TIC 139298196""",TIC 139298196,344.36658510 20.76882840,344.3665851,20.7688284,64.6488,5.45309,3.911,5758.0,1.368704,56.79926816,133.8067966,39.1018795614136,3,4.8877349451767,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",Helvetios,51 Peg,Helvetios | HD 217014 | HR 8729 | 51 Peg | HIP 113357 | TYC 1717-2193-1 | Gaia DR3 2835207319109249920 | Gaia DR2 2835207319109249920 | 2MASS J22572795+2046077 | TIC 139298196,113357,1717-02193-1,2835207319109249920,22572795+2046077,
140,166853853,TIC 166853853,"""TIC 166853853""",TIC 166853853,40.63944368 -50.80029339,40.63944368,-50.80029339,57.7143,5.4,4.138,6146.14,1.737211,56.24983625,130.3170145,57.3599122938413,3,7.16998903673017,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 17051,iot Hor,HD 17051 | HR 810 | iot Hor | HIP 12653 | TYC 8056-1164-1 | Gaia DR3 4745373133284418816 | Gaia DR2 4745373133284418816 | 2MASS J02423346-5048008 | TIC 166853853,12653,8056-01164-1,4745373133284418816,02423346-5048008,
141,152738837,TIC 152738837,"""TIC 152738837""",TIC 152738837,180.18525480 -10.44612639,180.1852548,-10.44612639,78.7565,5.55146,4.027,5506.0,0.8823622,56.12502226,133.7510851,18.491796506238,3,2.31147456327975,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 104304,HD 104304,HD 104304 | HR 4587 | HIP 58576 | TYC 5521-1366-1 | Gaia DR3 3575733210781078016 | Gaia DR2 3575733210781078016 | 2MASS J12004444-1026452 | TIC 152738837,58576,5521-01366-1,3575733210781078016,12004444-1026452,
142,9150015,TIC 9150015,"""TIC 9150015""",TIC 9150015,60.65310478 -0.26892184,60.65310478,-0.26892184,53.273,5.37914,4.181,6221.0,2.023938,55.88027192,129.0656645,77.6310751129627,3,9.70388438912034,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 25457,HD 25457,HD 25457 | HR 1249 | HIP 18859 | TYC 4725-1276-1 | Gaia DR3 3256786534197166208 | Gaia DR2 3256786534197166208 | 2MASS J04023675-0016078 | TIC 9150015,18859,4725-01276-1,3256786534197166208,04023675-0016078,
143,326096771,TIC 326096771,"""TIC 326096771""",TIC 326096771,303.82246520 -27.03297600,303.8224652,-27.032976,113.648,5.73,3.501,5071.0,0.4040288,55.75317481,135.6664214,4.70053290102762,4,0.783422150171271,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 192310,HD 192310,HD 192310 | HR 7722 | HIP 99825 | TYC 6914-1943-1 | Gaia DR3 6847167606385195648 | Gaia DR2 6847167606385195648 | 2MASS J20151734-2701585 | TIC 326096771,99825,6914-01943-1,6847167606385195648,20151734-2701585,
144,373694425,TIC 373694425,"""TIC 373694425""",TIC 373694425,26.93680679 63.85250203,26.93680679,63.85250203,99.5746,5.62847,4.014,5344.0,0.5360708,55.67025425,133.6853978,7.47243774178056,3,0.93405471772257,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 10780,HD 10780,HD 10780 | HR 511 | HIP 8362 | TYC 4040-2023-1 | Gaia DR3 512167948043650816 | Gaia DR2 512167948043650816 | 2MASS J01474488+6351090 | TIC 373694425,8362,4040-02023-1,512167948043650816,01474488+6351090,
145,279649057,TIC 279649057,"""TIC 279649057""",TIC 279649057,49.44234713 -62.57532058,49.44234713,-62.57532058,83.0626,5.53,3.994,5743.62,0.7943885,55.62905803,131.1345156,14.2518705468778,3,1.78148381835972,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 20766,zet01 Ret,HD 20766 | HR 1006 | zet01 Ret | HIP 15330 | TYC 8863-1556-1 | Gaia DR3 4722111590409480064 | Gaia DR2 4722111590409480064 | 2MASS J03174616-6234313 | TIC 279649057,15330,8863-01556-1,4722111590409480064,03174616-6234313,
146,117979951,TIC 117979951,"""TIC 117979951""",TIC 117979951,71.90121567 -16.93445609,71.90121567,-16.93445609,75.5213,5.49,3.999,5834.0,0.9662347,55.5785627,130.4896171,20.4782617574859,3,2.55978271968573,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 30495,58 Eri,HD 30495 | HR 1532 | 58 Eri | HIP 22263 | TYC 5892-1953-1 | Gaia DR3 2980492387558410112 | Gaia DR2 2980492387558410112 | 2MASS J04473628-1656041 | TIC 117979951,22263,5892-01953-1,2980492387558410112,04473628-1656041,
147,135656809,TIC 135656809,"""TIC 135656809""",TIC 135656809,243.90529320 -8.36943947,243.9052932,-8.36943947,70.7675,5.49518,4.186,5791.0,1.094095,55.51501785,130.5889524,26.6699337625335,3,3.33374172031669,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 146233,18 Sco,HD 146233 | HR 6060 | 18 Sco | HIP 79672 | TYC 5613-1378-1 | Gaia DR3 4345775217221821312 | Gaia DR2 4345775217221821312 | 2MASS J16153726-0822096 | TIC 135656809,79672,5613-01378-1,4345775217221821312,16153726-0822096,
148,231005905,TIC 231005905,"""TIC 231005905""",TIC 231005905,24.94922141 -56.19331945,24.94922141,-56.19331945,122.055,5.76,3.558,5020.22,0.3453673,55.46761881,135.3091854,3.57131450439957,3,0.446414313049946,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 10360,p Eri A,HD 10360 | HR 486 | p Eri A | TYC 8478-1394-2 | Gaia DR3 4911306239828325632 | Gaia DR2 4911306239828325632 | 2MASS J01394778-5611361 | TIC 231005905,7751,8478-01394-2,4911306239828325632,01394778-5611361,
149,303704858,TIC 303704858,"""TIC 303704858""",TIC 303704858,272.60896320 -62.00223869,272.6089632,-62.00223869,56.328,5.47,4.13,5952.64,1.73143,55.22768355,128.9968529,64.0871928389142,3,8.01089910486427,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 165499,iot Pav,HD 165499 | HR 6761 | iot Pav | HIP 89042 | TYC 9059-2661-1 | Gaia DR3 6634032740544236032 | Gaia DR2 6634032740544236032 | 2MASS J18102614-6200078 | TIC 303704858,89042,9059-02661-1,6634032740544236032,18102614-6200078,
150,141523112,TIC 141523112,"""TIC 141523112""",TIC 141523112,101.55895420 79.56481016,101.5589542,79.56481016,54.9292,5.44439,4.141,6145.0,1.825788,54.88571005,127.1626455,68.5943687978154,3,8.57429609972692,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",23 H. Cam,HD 46588,23 H. Cam | HD 46588 | HR 2401 | HIP 32439 | TYC 4534-1837-1 | Gaia DR3 1141280704422528128 | Gaia DR2 1141280704422528128 | 2MASS J06461411+7933542 | TIC 141523112,32439,4534-01837-1,1141280704422528128,06461411+7933542,
151,471011360,TIC 471011360,"""TIC 471011360""",TIC 471011360,39.02036700 6.88687000,39.020367,6.88687,138.72,5.82631,3.450000048,4760.0,0.246718551,53.79744838,132.9450811,2.23365677806467,3,0.279207097258084,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 16160,HD 16160,HD 16160 | HR 753 | HIP 12114 | TYC 52-1686-1 | Gaia DR3 19316224572460416 | Gaia DR2 19316224572460416 | 2MASS J02360498+0653140 | TIC 278962915,12114,,,,
152,130645536,TIC 130645536,"""TIC 130645536""",TIC 130645536,105.98881350 -43.60803378,105.9888135,-43.60803378,58.6411,5.56,4.037,5808.38,1.489692,53.64078387,126.0828056,54.6334304384383,3,6.82917880480479,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 53705,HD 53705,HD 53705 | HR 2667 | HIP 34065 | TYC 7641-1530-1 | Gaia DR3 5559265690666326016 | Gaia DR2 5559265690666326016 | 2MASS J07035734-4336289 | TIC 130645536,34065,7641-01530-1,5559265690666326016,07035734-4336289,
153,156890613,TIC 156890613,"""TIC 156890613""",TIC 156890613,108.95891340 47.23996550,108.9589134,47.2399655,59.287,5.55931,4.115,5888.0,1.462795,53.56795092,125.4713342,51.6374522985551,3,6.45468153731938,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 55575,HD 55575,HD 55575 | HR 2721 | HIP 35136 | TYC 3396-2196-1 | Gaia DR3 974887555341533440 | Gaia DR2 974887555341533440 | 2MASS J07155011+4714241 | TIC 156890613,35136,3396-02196-1,974887555341533440,07155011+4714241,
154,229137615,TIC 229137615,"""TIC 229137615""",TIC 229137615,25.62214534 -53.74083088,25.62214534,-53.74083088,57.6556,5.52,4.34,6150.97,1.550139,53.07092465,122.9278008,55.2594094609199,3,6.90742618261499,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 10647,q01 Eri,HD 10647 | HR 506 | q01 Eri | HIP 7978 | TYC 8475-527-1 | Gaia DR3 4912580642524184960 | Gaia DR2 4912580642524184960 | 2MASS J01422932-5344271 | TIC 229137615,7978,8475-00527-1,4912580642524184960,01422932-5344271,
155,79841001,TIC 79841001,"""TIC 79841001""",TIC 79841001,259.05567810 -26.54614810,259.0556781,-26.5461481,168.069,6.33,3.466,4384.89,0.157497,52.74510098,132.8361279,1.1496991516922,3,0.143712393961525,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 156026,V* V2215 Oph,HD 156026 | 36 Oph C | 30 Sco | HIP 84478 | TYC 6820-293-1 | Gaia DR3 4109034455276324608 | Gaia DR2 4109034455276324608 | 2MASS J17161340-2632444 | TIC 79841001,84478,6820-00293-1,4109034455276324608,17161340-2632444,
156,147407292,TIC 147407292,"""TIC 147407292""",TIC 147407292,327.06562940 -47.30361669,327.0656294,-47.30361669,64.264,5.57,4.236,5935.88,1.206916,52.64136204,123.0448469,36.7719623155983,3,4.59649528944979,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 207129,HD 207129,HD 207129 | HR 8323 | HIP 107649 | TYC 8437-31-1 | Gaia DR3 6564091190988411520 | Gaia DR2 6564091190988411520 | 2MASS J21481574-4718129 | TIC 147407292,107649,8437-00031-1,6564091190988411520,21481574-4718129,
157,58092025,TIC 58092025,"""TIC 58092025""",TIC 58092025,249.08937200 -2.32458677,249.089372,-2.324586774,100.811,5.76162,4.039,5293.42,0.4621579,52.43703814,126.2262975,6.82676983648913,3,0.853346229561142,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 149661,12 Oph,HD 149661 | HR 6171 | 12 Oph | HIP 81300 | TYC 5052-996-1 | Gaia DR3 4358031335898505472 | Gaia DR2 4358031335897026304 | 2MASS J16362142-0219281 | TIC 58092025,81300,5052-00996-1,4358031335897026304,16362142-0219281,
158,372914091,TIC 372914091,"""TIC 372914091""",TIC 372914091,119.44547730 -60.30306988,119.4454773,-60.30306988,61.7309,5.59,4.242,5971.07,1.290002,52.20457292,121.839135,42.6787763073454,3,5.33484703841817,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 65907,HD 65907,HD 65907 | HD 65907A | HR 3138 | HIP 38908 | TYC 8911-793-1 | Gaia DR3 5291028181119851776 | Gaia DR2 5291028181119851776 | 2MASS J07574692-6018111 | TIC 372914091,38908,8911-00793-1,5291028181119851776,07574692-6018111,
159,136916387,TIC 136916387,"""TIC 136916387""",TIC 136916387,230.45062970 -48.31762847,230.4506297,-48.31762847,68.0818,5.65,4.159,5739.0,1.028941,51.90235013,122.3749162,29.7926030327255,3,3.72407537909068,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 136352,nu.02 Lup,HD 136352 | HR 5699 | nu.02 Lup | HIP 75181 | TYC 8298-1229-1 | Gaia DR3 5902750168276592256 | Gaia DR2 5902750168276592256 | 2MASS J15214824-4819032 | TIC 136916387,75181,8298-01229-1,5902750168276592256,15214824-4819032,
160,231005052,TIC 231005052,"""TIC 231005052""",TIC 231005052,24.94818720 -56.19644756,24.9481872,-56.19644756,122.133,5.76,3.51,5107.22,0.3038823,51.88985513,126.0416997,3.29211625523682,3,0.411514531904602,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 10361,p Eri B,HD 10361 | HR 487 | p Eri B | TYC 8478-1394-1 | Gaia DR3 4911306239828325760 | Gaia DR2 4911306239828325760 | 2MASS J01394755-5611471 | TIC 231005052,7751,8478-01394-1,4911306239828325760,01394755-5611471,
161,105999792,TIC 105999792,"""TIC 105999792""",TIC 105999792,300.90585380 29.89680426,300.9058538,29.89680426,62.4443,5.738,4.076,5549.0,1.165388,51.05312378,121.4212167,42.7380417588858,3,5.34225521986073,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 190360,HD 190360,HD 190360 | HR 7670 | HIP 98767 | TYC 2153-2883-1 | Gaia DR3 2029433521248546304 | Gaia DR2 2029433521248546304 | 2MASS J20033732+2953493 | TIC 105999792,98767,2153-02883-1,2029433521248546304,20033732+2953493,
162,417762326,TIC 417762326,"""TIC 417762326""",TIC 417762326,129.79876800 65.02090785,129.798768,65.02090785,69.2004,5.631,4.173,5866.0,0.9731887,51.04399504,119.6746305,27.0854026667737,3,3.38567533334672,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 72905,pi.01 UMa,HD 72905 | HR 3391 | 3 UMa | pi.01 UMa | HIP 42438 | TYC 4133-1971-1 | Gaia DR3 1092545710514654464 | Gaia DR2 1092545710514654464 | 2MASS J08391162+6501151 | TIC 417762326,42438,4133-01971-1,1092545710514654464,08391162+6501151,
163,261136679,TIC 261136679,"""TIC 261136679""",TIC 261136679,84.29118800 -80.46911980,84.291188,-80.4691198,54.7052,5.65,4.241,5992.1,1.533086,50.39169786,117.5022963,67.1448835354192,3,8.3931104419274,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 39091,pi. Men,HD 39091 | HR 2022 | pi. Men | HIP 26394 | TYC 9386-2614-1 | Gaia DR3 4623036865373793408 | Gaia DR2 4623036865373793408 | 2MASS J05370988-8028090 | TIC 261136679,26394,9386-02614-1,4623036865373793408,05370988-8028090,
164,267365256,TIC 267365256,"""TIC 267365256""",TIC 267365256,223.34903150 19.15279653,223.3490315,19.15279653,86.69,6.00871,4.316,5258.0,0.572979069,50.27832864,121.2361693,12.0754240307488,3,1.5094280038436,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 131511,V* DE Boo,HD 131511 | HR 5553 | HIP 72848 | TYC 1481-694-1 | Gaia DR3 1236929488664453376 | Gaia DR2 1236929488664453376 | 2MASS J14532374+1909104 | TIC 267365256,72848,1481-00694-1,1236929488664453376,14532374+1909104,
165,434210589,TIC 434210589,"""TIC 434210589""",TIC 434210589,9.84085630 21.25047668,9.840856298,21.25047668,89.7891,5.88437,3.999,5274.92,0.531926,50.14202069,120.8090546,10.4494148210085,3,1.30617685262607,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 3651,54 Psc,HD 3651 | HR 166 | 54 Psc | HIP 3093 | TYC 1193-2072-1 | Gaia DR3 2802397960855105920 | Gaia DR2 2802397960855105920 | 2MASS J00392187+2115024 | TIC 434210589,3093,1193-02072-1,2802397960855105920,00392187+2115024,
166,241967968,TIC 241967968,"""TIC 241967968""",TIC 241967968,298.57393870 -23.94107305,298.5739387,-23.94107305,70.8873,6.22,4.043,4600.0,0.7988219,49.745519,123.925522,30.6959375343181,3,3.83699219178976,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 188088,HD 188088,HD 188088 | HR 7578 | HIP 97944 | TYC 6891-1773-1 | Gaia DR3 6863535898551993472 | Gaia DR2 6863535898551993472 | 2MASS J19541775-2356275 | TIC 241967968,97944,6891-01773-1,6863535898551993472,19541775-2356275,
167,265361101,TIC 265361101,"""TIC 265361101""",TIC 265361101,94.31720789 5.09997656,94.31720789,5.099976564,51.8027,5.71202,4.205,5928.24,1.643757,49.53643527,115.8256053,83.1258732604925,3,10.3907341575616,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 43587,HD 43587,HD 43587 | HR 2251 | HIP 29860 | TYC 140-1840-1 | Gaia DR3 3317901165746471552 | Gaia DR2 3317901165746471552 | 2MASS J06171614+0506001 | TIC 265361101,29860,0140-01840-1,3317901165746471552,06171614+0506001,
168,311430135,TIC 311430135,"""TIC 311430135""",TIC 311430135,317.34316300 -73.17325802,317.343163,-73.17325802,50.59,5.67,4.187,5294.0,1.61902,49.25109143,118.5537956,100.005600265019,3,12.5007000331274,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 200525,HD 200525,HD 200525 | HR 8061 | HIP 104440 | TYC 9333-1274-1 | Gaia DR3 6371557530914670976 | Gaia DR2 6371557530914670976 | 2MASS J21092250-7310235 | TIC 311430135,104440,9333-01274-1,6371557530914670976,21092250-7310235,
169,57611256,TIC 57611256,"""TIC 57611256""",TIC 57611256,173.62285960 -32.83133899,173.6228596,-32.83133899,104.783,5.96,4.022,5140.0,0.3699607,49.05856156,118.9737272,5.71229397983794,3,0.714036747479743,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 100623,20 Crt,HD 100623 | HR 4458 | 20 Crt | HIP 56452 | TYC 7220-866-1 | Gaia DR3 3478127463341507072 | Gaia DR2 3478127463341507072 | 2MASS J11342953-3249533 | TIC 57611256,56452,7220-00866-1,3478127463341507072,11342953-3249533,
170,80226651,TIC 80226651,"""TIC 80226651""",TIC 80226651,103.82777790 25.37569550,103.8277779,25.3756955,57.2425,5.76238,4.293,5913.0,1.293243,48.58219928,113.6695029,55.3352492272833,3,6.91690615341041,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 50692,37 Gem,HD 50692 | HR 2569 | 37 Gem | HIP 33277 | TYC 1898-2479-1 | Gaia DR3 3381727613874753536 | Gaia DR2 3381727613874753536 | 2MASS J06551867+2522320 | TIC 80226651,33277,1898-02479-1,3381727613874753536,06551867+2522320,
171,332064670,TIC 332064670,"""TIC 332064670""",TIC 332064670,133.14921390 28.33082136,133.1492139,28.33082136,79.4274,5.95084,4.015,5250.0,0.6354026,48.5259593,117.0558118,16.6422181872988,3,2.08027727341235,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",Copernicus,rho01 Cnc,Copernicus | HD 75732 | HR 3522 | 55 Cnc | rho01 Cnc | rho Cnc | HIP 43587 | TYC 1949-2012-1 | Gaia DR3 704967037090946688 | Gaia DR2 704967037090946688 | 2MASS J08523579+2819509 | TIC 332064670,43587,1949-02012-1,704967037090946688,08523579+2819509,
172,1544160,TIC 1544160,"""TIC 1544160""",TIC 1544160,279.72250630 -21.05187264,279.7225063,-21.05187264,76.6355,5.85,4.227,5636.0,0.684496,47.85023527,113.3487456,17.8477264946333,3,2.23096581182916,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 172051,HD 172051,HD 172051 | HR 6998 | HIP 91438 | TYC 6279-1723-1 | Gaia DR3 4079684229322231040 | Gaia DR2 4079684229322231040 | 2MASS J18385342-2103065 | TIC 1544160,91438,6279-01723-1,4079684229322231040,18385342-2103065,
173,80431620,TIC 80431620,"""TIC 80431620""",TIC 80431620,11.43997069 -47.55198514,11.43997069,-47.55198514,66.6937,5.8,4.298,5916.54,0.9233501,47.82169299,111.8729266,29.8354423077687,3,3.72943028847109,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 4391,HD 4391,HD 4391 | HR 209 | HIP 3583 | TYC 8034-1159-1 | Gaia DR3 4975284381908412672 | Gaia DR2 4975284381907834880 | 2MASS J00454561-4733072 | TIC 80431620,3583,8034-01159-1,4975284381907834880,00454561-4733072,
174,275240386,TIC 275240386,"""TIC 275240386""",TIC 275240386,301.02592040 17.07018817,301.0259204,17.07018817,56.4256,5.794,4.388,5940.0,1.27598,47.51682701,111.0469021,57.5827184634749,3,7.19783980793436,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 190406,15 Sge,HD 190406 | HR 7672 | 15 Sge | HIP 98819 | TYC 1621-1499-1 | Gaia DR3 1821708351374312064 | Gaia DR2 1821708351374312064 | 2MASS J20040620+1704125 | TIC 275240386,98819,1621-01499-1,1821708351374312064,20040620+1704125,
175,459427073,TIC 459427073,"""TIC 459427073""",TIC 459427073,236.00757890 2.51516688,236.0075789,2.51516688,67.7057,5.86,4.297,5676.89,0.8609752,47.33380311,111.9167073,28.8191659018888,3,3.6023957377361,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 140538A,psi Ser,HD 140538A | HD 140538 | HR 5853 | psi Ser A | psi Ser | 23 Ser | HIP 77052 | TYC 355-1288-1 | Gaia DR3 4423865487962417024 | Gaia DR2 4423865487962417024 | 2MASS J15440182+0230548 | TIC 459427073,77052,0355-01288-1,4423865487962417024,15440182+0230548,
176,307624961,TIC 307624961,"""TIC 307624961""",TIC 307624961,124.59977900 -12.63216950,124.599779,-12.6321695,79.5945,5.96004,4.165,5387.0,0.6075038,47.29082106,113.3311673,15.8181002215055,3,1.97726252768819,"Query MAST TIC v8 for HIP/TYC/GAIA/TWOMASS, then resolve in SIMBAD for common/HD names",HD 69830,HD 69830,HD 69830 | HR 3259 | HIP 40693 | TYC 5435-2991-1 | Gaia DR3 5726982995343100928 | Gaia DR2 5726982995343100928 | 2MASS J08182389-1237541 | TIC 307624961,40693,5435-02991-1,5726982995343100928,08182389-1237541,
